상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
16170543,처갓집양념치킨,구서점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26410,금정구,2641069000,구서2동,2641010700,구서동,2641010700106550020,1,대지,655,20,부산광역시 금정구 구서동 655-20,264103130022,부산광역시 금정구 금강로,563,,2641010700106550020010741,,부산광역시 금정구 금강로 563,609805,46231,,3,,129.087592454736,35.2577233521863
16170555,꼬꼬삼촌네,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41590,화성시,4159025900,향남읍,4159025926,향남읍,4159025926114540005,1,대지,1454,5,경기도 화성시 향남읍 하길리 1454-5,415904848220,경기도 화성시 향남읍 한절이2길,23,1,4159025926114540005000001,,경기도 화성시 향남읍 한절이2길 23-1,445938,18606,,,,126.916770331908,37.1174617805475
16170564,처갓집양념치킨,여주교동점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41670,여주시,4167052000,중앙동,4167010800,교동,4167010800100810002,1,대지,81,2,경기도 여주시 교동 81-2,416703214032,경기도 여주시 세종로,254,16,4173025028100810002024663,호반리젠시빌아파트,경기도 여주시 세종로 254-16,469715,12652,,,,127.632699300941,37.2743666156272
16170578,멕시카나,오송점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,43,충청북도,43113,청주시 흥덕구,4311325000,오송읍,4311325026,오송읍,4311325026107890000,1,대지,789,,충청북도 청주시 흥덕구 오송읍 연제리 789,431134520458,충청북도 청주시 흥덕구 오송읍 연제길,3,,4371040026107890000000001,,충청북도 청주시 흥덕구 오송읍 연제길 3,361951,28165,,,,127.325945293503,36.625834480514
16170588,또봉이통닭,맥주창고,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48121,창원시 의창구,4812151000,의창동,4812110400,소답동,4812110400101200007,1,대지,120,7,경상남도 창원시 의창구 소답동 120-7,481213327042,경상남도 창원시 의창구 읍성로,78,1,4812110400101200007019577,SK위즈대리점,경상남도 창원시 의창구 읍성로 78-1,641835,51199,,4,,128.626517132274,35.2648560849981
16170746,디디치킨,성거점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,44,충청남도,44133,천안시 서북구,4413325300,성거읍,4413325325,성거읍,4413325325102520000,1,대지,252,,충청남도 천안시 서북구 성거읍 저리 252,441334550521,충청남도 천안시 서북구 성거읍 오송1길,7,,4413325325102520000026009,저리보금자리아파트,충청남도 천안시 서북구 성거읍 오송1길 7,331836,31045,,,,127.197534893403,36.8860469006983
16170809,화로닭발,첨단점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,29,광주광역시,29200,광산구,2920062600,첨단2동,2920011500,월계동,2920011500108920007,1,대지,892,7,광주광역시 광산구 월계동 892-7,292004289552,광주광역시 광산구 임방울대로800번길,77,,2920011500108920007045635,,광주광역시 광산구 임방울대로800번길 77,506824,62277,,1,,126.846196351154,35.2139524599174
16170827,오븐에구어바베큐치킨,경산점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47290,경산시,4729025300,진량읍,4729025328,진량읍,4729025328102080010,1,대지,208,10,경상북도 경산시 진량읍 상림리 208-10,472903313025,경상북도 경산시 진량읍 대구대로,95,,4729025328102080010022433,,경상북도 경산시 진량읍 대구대로 95,712837,38452,,4,,128.834218213985,35.9011810624268
16170875,60계,경산진량점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47290,경산시,4729025300,진량읍,4729025325,진량읍,4729025325100980006,1,대지,98,6,경상북도 경산시 진량읍 북리 98-6,472904721501,경상북도 경산시 진량읍 봉황길,68,,4729025325100980007065315,,경상북도 경산시 진량읍 봉황길 68,712837,38450,,,,128.825022875172,35.8829571157364
16171083,강사내통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41171,안양시 만안구,4117160000,석수2동,4117110200,석수동,4117110200103040009,1,대지,304,9,경기도 안양시 만안구 석수동 304-9,411713182012,경기도 안양시 만안구 석천로,168,,4117110200103040009003055,,경기도 안양시 만안구 석천로 168,430806,13969,,5,,126.907835732078,37.4117899540172
16171118,신통치킨,영대점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47290,경산시,4729025600,압량읍,4729025622,압량읍,4729025622104190001,1,대지,419,1,경상북도 경산시 압량읍 신대리 419-1,472903313090,경상북도 경산시 압량면 압독3로,33,,4729036022204190001000001,,"경상북도 경산시 압량읍 압독3로 33, (신대리)",712822,38536,,,,128.764916924932,35.8425885205369
16171172,치킨플러스,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47290,경산시,4729025300,진량읍,4729025322,진량읍,4729025322107540002,1,대지,754,2,경상북도 경산시 진량읍 선화리 754-2,472904739302,경상북도 경산시 진량읍 동자길,4,,4729025322107540002000001,,경상북도 경산시 진량읍 동자길 4,712837,38489,,,,128.798851633323,35.8729942985991
16171206,지코바양념치킨,불당2호점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,44,충청남도,44133,천안시 서북구,4413356600,불당1동,4413310800,불당동,4413310800112840000,1,대지,1284,,충청남도 천안시 서북구 불당동 1284,441333250062,충청남도 천안시 서북구 공원로,120,,4413310800112840000000001,천안불당2차중흥S클레스프라디움레이크,"충청남도 천안시 서북구 공원로 120, (불당동)",331984,31168,,40,,127.099237590159,36.7953347697362
16171214,멕시카나,파주교하점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41480,파주시,4148054000,교하동,4148011500,문발동,4148011500106060003,1,대지,606,3,경기도 파주시 문발동 606-3,414804418097,경기도 파주시 꽃창포길,27,,4148025929106060003002883,,경기도 파주시 꽃창포길 27,413070,10884,,,,126.708938857646,37.7197539115685
16171258,멕시카나,산수교대점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2911011000105500048,1,대지,550,48,광주광역시 동구 산수동 550-48,291103009021,광주광역시 동구 무등로,430,1,2911011000105500048019873,,광주광역시 동구 무등로 430-1,501820,61417,,,,126.928442189919,35.1577046415073
16171259,멕시카나,옥산점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,43,충청북도,43113,청주시 흥덕구,4311332000,옥산면,4311332021,옥산면,4311332021102110037,1,대지,211,37,충청북도 청주시 흥덕구 옥산면 오산리 211-37,431133237111,충청북도 청주시 흥덕구 옥산면 청주역로,651,1,4371041021102110037000001,옥산곱창,충청북도 청주시 흥덕구 옥산면 청주역로 651-1,361914,28113,,3,,127.374173271746,36.6652638729363
16171282,멕시카나,원곡동점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41273,안산시 단원구,4127354500,원곡동,4127310800,원곡동,4127310800107640017,1,대지,764,17,경기도 안산시 단원구 원곡동 764-17,412733190080,경기도 안산시 단원구 화랑로,27,,4127310800107640017003976,,경기도 안산시 단원구 화랑로 27,425845,15374,,4,,126.796489659087,37.3319475937451
16171334,치킨99,산정본점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,46,전라남도,46110,목포시,4611064000,동명동,4611010200,산정동,4611010200110800095,1,대지,1080,95,전라남도 목포시 산정동 1080-95,461103281075,전라남도 목포시 자유로,52,,4611010200110800095032097,,전라남도 목포시 자유로 52,530811,58740,,,,126.395346987643,34.7932414490697
16171339,멕시칸치킨,용해점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,46,전라남도,46110,목포시,4611074500,용해동,4611015900,용해동,4611015900107690006,1,대지,769,6,전라남도 목포시 용해동 769-6,461103281058,전라남도 목포시 용당로,274,3,4611015900107690006007649,민헤어,전라남도 목포시 용당로 274-3,530842,58646,,1,,126.399541461897,34.8113962774021
16171350,멕시칸치킨,상계점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11350,노원구,1135063000,상계1동,1135010500,상계동,1135010500112950000,1,대지,1295,,서울특별시 노원구 상계동 1295,113504130218,서울특별시 노원구 동일로230가길,15,,1135010500112950000009456,상계우방아파트,서울특별시 노원구 동일로230가길 15,139947,01631,,,,127.057163543472,37.672172233048
16171380,호식이두마리치킨,송파위례점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11710,송파구,1171064700,위례동,1171010900,장지동,1171010900108810005,1,대지,881,5,서울특별시 송파구 장지동 881-5,117103000238,서울특별시 송파구 위례광장로,200,,1171010900100030001000001,에스비트램스퀘어,서울특별시 송파구 위례광장로 200,138926,05849,,10,,127.142888232344,37.4811998637038
16171423,맘스터치,충북광혜원점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,43,충청북도,43750,진천군,4375037000,광혜원면,4375037027,광혜원면,4375037027105030003,1,대지,503,3,충청북도 진천군 광혜원면 광혜원리 503-3,437504535349,충청북도 진천군 광혜원면 중리1길,5,,4375037027105030003009997,빌딩,충청북도 진천군 광혜원면 중리1길 5,365833,27805,,,,127.441214910584,36.9904184416703
16171575,멕시카나,장림점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26380,사하구,2638059000,장림2동,2638010500,장림동,2638010500103480035,1,대지,348,35,부산광역시 사하구 장림동 348-35,263804202449,부산광역시 사하구 장평로145번길,9,,2638010500103480035024328,,부산광역시 사하구 장평로145번길 9,604845,49482,,,,128.972155164355,35.0792553604772
16171587,맘스터치,위례중앙점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11710,송파구,1171064700,위례동,1171010900,장지동,1171010900108950000,1,대지,895,,서울특별시 송파구 장지동 895,117103000238,서울특별시 송파구 위례광장로,270,,1171010900103930003000001,송파와이즈더샵,서울특별시 송파구 위례광장로 270,138926,05852,,,,127.143659106823,37.4770605514103
16171826,쪼치킨빠,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41820,가평군,4182025000,가평읍,4182025021,가평읍,4182025021103500017,1,대지,350,17,경기도 가평군 가평읍 읍내리 350-17,418204448247,경기도 가평군 가평읍 장터길,1,,4182025021104750022002346,농심마트,경기도 가평군 가평읍 장터길 1,477805,12419,,1,,127.514428089021,37.8285957944019
16171864,멕시카나치킨,영대점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47290,경산시,4729025600,압량읍,4729025622,압량읍,4729025622104190000,1,대지,419,,경상북도 경산시 압량읍 신대리 419,472903313090,경상북도 경산시 압량면 압독3로,35,,4729036022104190000000001,,"경상북도 경산시 압량읍 압독3로 35, (신대리)",712822,38536,,,,128.765006688713,35.8427141333985
16171883,치순이통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,29,광주광역시,29170,북구,2917067300,매곡동,2917011700,매곡동,2917011700104940000,1,대지,494,,광주광역시 북구 매곡동 494,291704851693,광주광역시 북구 하백로6번길,12,,2917011700100450025000001,대광로제비앙,광주광역시 북구 하백로6번길 12,500150,61061,,,,126.892010122802,35.1878978351725
16171998,옛날시골통닭레촌치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48170,진주시,4817056500,중앙동,4817010900,대안동,4817010900100080549,1,대지,8,549,경상남도 진주시 대안동 8-549,481704797242,경상남도 진주시 진양호로555번길,3,3,4817010900100080549004198,,경상남도 진주시 진양호로555번길 3-3,660140,52754,,2,,128.085870971966,35.1938911866535
16172017,호식이두마리치킨,매천점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,27,대구광역시,27230,북구,2723073500,태전2동,2723012600,태전동,2723012600106870021,1,대지,687,21,대구광역시 북구 태전동 687-21,272303145052,대구광역시 북구 학정로,11,,2723012600106870021046524,,대구광역시 북구 학정로 11,702865,41468,,,,128.543952147303,35.9137525177918
16172145,가마치통닭,대구서구점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,27,대구광역시,27170,서구,2717061000,비산7동,2717010200,비산동,2717010200108830008,1,대지,883,8,대구광역시 서구 비산동 883-8,271703143006,대구광역시 서구 서대구로,300,,2717010200108830008026098,,대구광역시 서구 서대구로 300,703819,41724,,,,128.557087101747,35.884489546981
16172205,안동명가찜닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,27,대구광역시,27230,북구,2723071500,관문동,2723012900,금호동,2723012900107510000,1,대지,751,,대구광역시 북구 금호동 751,272304235501,대구광역시 북구 한강로8길,4,7,2723012900107510000000001,,대구광역시 북구 한강로8길 4-7,702300,41598,,,,128.517659046334,35.8966174698057
16172252,또레오레,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,50,제주특별자치도,50130,서귀포시,5013053000,중앙동,5013010100,서귀동,5013010100102840018,1,대지,284,18,제주특별자치도 서귀포시 서귀동 284-18,501304850166,제주특별자치도 서귀포시 동문동로53번길,2,,5013010100102840018013305,보라문구사,제주특별자치도 서귀포시 동문동로53번길 2,697843,63590,,,,126.563022835108,33.2524178741898
16172269,멕시카나치킨,괴정점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,30,대전광역시,30170,서구,3017056000,괴정동,3017010800,괴정동,3017010800100660012,1,대지,66,12,대전광역시 서구 괴정동 66-12,301704298128,대전광역시 서구 괴정로76번길,13,,3017010800100660012006928,,대전광역시 서구 괴정로76번길 13,302815,35292,,,,127.381835268723,36.3395647836314
16172331,매드후라이치킨,수원웰빙타운점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41117,수원시 영통구,4111760000,광교1동,4111710300,이의동,4111710300112020000,1,대지,1202,,경기도 수원시 영통구 이의동 1202,411173177028,경기도 수원시 영통구 대학로,109,,4111710300112020000000001,,경기도 수원시 영통구 대학로 109,443270,16224,,,,127.047146814954,37.3050818270726
16172337,네네치킨,경기광명시소하점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41210,광명시,4121064000,소하1동,4121010400,소하동,4121010400113660000,1,대지,1366,,경기도 광명시 소하동 1366,412103187036,경기도 광명시 소하로,189,,4121010400100070030016109,신촌휴먼시아2단지아파트,경기도 광명시 소하로 189,423797,14319,,15,,126.89388945555,37.4483422530842
16172455,네네치킨,김제점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45210,김제시,4521051000,요촌동,4521010100,요촌동,4521010100100830004,1,대지,83,4,전라북도 김제시 요촌동 83-4,452103272085,전라북도 김제시 동서로,214,,4521010100100830004054506,,전라북도 김제시 동서로 214,576805,54392,,,,126.89135444099,35.8013788652421
16172492,멕시카나치킨,의정부점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41150,의정부시,4115052000,의정부2동,4115010100,의정부동,4115010100104400040,1,대지,440,40,경기도 의정부시 의정부동 440-40,411503181029,경기도 의정부시 신흥로,258,,4115010100104400040013263,,경기도 의정부시 신흥로 258,480848,11670,,1,,127.043379320695,37.7392326674256
16172493,바른치킨,방학신동아점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11320,도봉구,1132071000,방학3동,1132010600,방학동,1132010600106690000,1,대지,669,,서울특별시 도봉구 방학동 669,113203005048,서울특별시 도봉구 방학로,183,,1132010600106690000000519,,서울특별시 도봉구 방학로 183,132932,01384,,4,,127.032245364445,37.6618788672675
16172507,구월닭집닭강정,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,28,인천광역시,28200,남동구,2820052200,구월4동,2820010100,구월동,2820010100112670005,1,대지,1267,5,인천광역시 남동구 구월동 1267-5,282004259080,인천광역시 남동구 구월로276번길,62,,2820010100112670005024970,,인천광역시 남동구 구월로276번길 62,405839,21534,,,,126.72075187083,37.4528391376407
16172527,멕시카나,도담점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,36,세종특별자치시,36110,세종특별자치시,3611052000,도담동,3611011400,도담동,3611011400106570000,1,대지,657,,세종특별자치시 세종특별자치시 도담동 657,361102000002,세종특별자치시 세종특별자치시 한누리대로,583,,3611011400102570000000001,도담센트럴프라자,세종특별자치시 세종특별자치시 한누리대로 583,339006,30100,,,,127.258465339084,36.5152518252539
16172583,충만치킨,에코시티점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45113,전주시 덕진구,4511364100,송천1동,4511312200,송천동2가,4511312200113260012,1,대지,1326,12,전라북도 전주시 덕진구 송천동2가 1326-12,451133351485,전라북도 전주시 덕진구 세병남로,37,,4511312200113260012000001,,전라북도 전주시 덕진구 세병남로 37,561302,54815,,,,127.127666526739,35.8730690332174
16172615,또봉이통닭,수락점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11350,노원구,1135063000,상계1동,1135010500,상계동,1135010500111200057,1,대지,1120,57,서울특별시 노원구 상계동 1120-57,113504130246,서울특별시 노원구 동일로242길,32,,1135010500111200057008269,,서울특별시 노원구 동일로242길 32,139837,01629,,,,127.057058597665,37.6750907342648
16172618,네네치킨,진영점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,48,경상남도,48250,김해시,4825025000,진영읍,4825025026,진영읍,4825025026117040012,1,대지,1704,12,경상남도 김해시 진영읍 진영리 1704-12,482504853829,경상남도 김해시 진영읍 장등로122번길,53,,4825025026117040012000001,,경상남도 김해시 진영읍 장등로122번길 53,621809,50858,,,,128.727768513746,35.3121808855434
16172656,교촌치킨,대구중부지사,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,47,경상북도,47290,경산시,4729025600,압량읍,4729025629,압량읍,4729025629101250000,1,대지,125,,경상북도 경산시 압량읍 신촌리 125,472903311001,경상북도 경산시 압량면 가야로,222,1,4729036029101250000000001,,"경상북도 경산시 압량읍 가야로 222-1, (신촌리)",712821,38497,,,,128.789211220624,35.8500385202702
16172832,네네치킨,경기부천시심곡북부점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41190,부천시,4119060300,심곡동,4119010200,심곡동,4119010200101330017,1,대지,133,17,경기도 부천시 심곡동 133-17,411903000066,경기도 부천시 부흥로,430,,4119510200101330017038653,,경기도 부천시 부흥로 430,420822,14638,,,,126.787329305166,37.4880599541698
16172874,네네치킨,신동남중점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,45,전라북도,45140,익산시,4514065600,신동,4514012100,신동,4514012100106010016,1,대지,601,16,전라북도 익산시 신동 601-16,451404608060,전라북도 익산시 익산대로56길,7,7,4514012100106010016068667,,전라북도 익산시 익산대로56길 7-7,570976,54650,,,,126.954480908196,35.9600213639172
16172916,네네치킨,울산남구삼산점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,31,울산광역시,31140,남구,3114057000,삼산동,3114010500,달동,3114010500113490003,1,대지,1349,3,울산광역시 남구 달동 1349-3,311404310691,울산광역시 남구 왕생로86번길,8,,3114010500113490003007323,,울산광역시 남구 왕생로86번길 8,680805,44703,,,,129.33128874473,35.5410895585472
16174379,노가리앤비어,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,50,제주특별자치도,50110,제주시,5011067000,외도동,5011012300,외도일동,5011012300105270002,1,대지,527,2,제주특별자치도 제주시 외도일동 527-2,501104848472,제주특별자치도 제주시 우정로11길,11,,5011012300105270002000001,,제주특별자치도 제주시 우정로11길 11,690191,63070,,1,,126.432200776074,33.4879876116305
16174990,동네닭집,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41430,의왕시,4143053000,오전동,4143010500,오전동,4143010500102170002,1,대지,217,2,경기도 의왕시 오전동 217-2,414303201025,경기도 의왕시 오전로,193,,4143010500102170002004969,신안아파트,경기도 의왕시 오전로 193,437821,16053,3,,,126.968345205997,37.3577107390449
16175270,꼬꼬삼촌,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,46,전라남도,46730,구례군,4673025000,구례읍,4673025021,구례읍,4673025021104620002,1,대지,462,2,전라남도 구례군 구례읍 봉동리 462-2,467303288009,전라남도 구례군 구례읍 봉성로,97,,4673025021104620002000002,,전라남도 구례군 구례읍 봉성로 97,542804,57651,,1,,127.464450110218,35.2108922369786
16175406,후라이드참잘하는집,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,43,충청북도,43111,청주시 상당구,4311168000,금천동,4311112000,금천동,4311112000101150072,1,대지,115,72,충청북도 청주시 상당구 금천동 115-72,431114508369,충청북도 청주시 상당구 쇠내로125번길,32,,4311112000101150072051117,,충청북도 청주시 상당구 쇠내로125번길 32,360801,28732,,1,,127.507966955117,36.6226066041576
16175819,멕시칸치킨,양념통닭,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26380,사하구,2638056100,하단1동,2638010300,하단동,2638010300111750000,1,대지,1175,,부산광역시 사하구 하단동 1175,263803134034,부산광역시 사하구 하신번영로,233,,2638010300111750000000650,가락타운2·3단지,부산광역시 사하구 하신번영로 233,604762,49430,227,,,128.957990989379,35.1010920959685
16176912,깡날개,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,44,충청남도,44133,천안시 서북구,4413325000,성환읍,4413325021,성환읍,4413325021103650006,1,대지,365,6,충청남도 천안시 서북구 성환읍 성환리 365-6,441333250034,충청남도 천안시 서북구 성환읍 성환3로,41,,4413325021103650006014915,,충청남도 천안시 서북구 성환읍 성환3로 41,331805,31015,,,,127.132539989554,36.9153552649895
16177357,천하,일미강정.치킨,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11710,송파구,1171053200,거여2동,1171011300,거여동,1171011300100420010,1,대지,42,10,서울특별시 송파구 거여동 42-10,117103123003,서울특별시 송파구 거마로,6,,1171011300100420010022366,,서울특별시 송파구 거마로 6,138814,05768,,,,127.144850334366,37.4935676750311
16177364,처갓집양념치킨,공주중동점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,44,충청남도,44150,공주시,4415051000,중학동,4415010400,중동,4415010400102220000,1,대지,222,,충청남도 공주시 중동 222,441503251030,충청남도 공주시 웅진로,148,,4415010400102220000753690,,충청남도 공주시 웅진로 148,314070,32563,,,,127.124491957462,36.4534668322351
16178358,너마늘위한치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,43,충청북도,43800,단양군,4380025000,단양읍,4380025026,단양읍,4380025026106150000,1,대지,615,,충청북도 단양군 단양읍 도전리 615,438004544128,충청북도 단양군 단양읍 도전5길,31,,4380025026106130000009023,단양시장,충청북도 단양군 단양읍 도전5길 31,395804,27011,,,,128.369975777312,36.9824968424094
16178403,와우치킨유통,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41281,고양시 덕양구,4128154000,성사1동,4128110600,성사동,4128110600103670001,1,대지,367,1,경기도 고양시 덕양구 성사동 367-1,412814376096,경기도 고양시 덕양구 마상로154번길,44,,4128110600103670001013856,,경기도 고양시 덕양구 마상로154번길 44,412805,10463,하,1,,126.837747724703,37.6571764103261
16178483,네네치킨,고강점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41190,부천시,4119080000,성곡동,4119012100,고강동,4119012100103450017,1,대지,345,17,경기도 부천시 고강동 345-17,411903184012,경기도 부천시 역곡로,444,,4119910500103450017009888,,경기도 부천시 역곡로 444,421803,14411,,1,,126.815853582514,37.5241565470656
16178505,치킨연구소,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,27,대구광역시,27230,북구,2723072500,태전1동,2723012600,태전동,2723012600104050003,1,대지,405,3,대구광역시 북구 태전동 405-3,272304235353,대구광역시 북구 칠곡중앙대로65길,7,6,2723012600104050003023677,,대구광역시 북구 칠곡중앙대로65길 7-6,702864,41457,,,,128.546214350298,35.9253151591866
16178925,지도리치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41610,광주시,4161052000,송정동,4161010300,송정동,4161010300101290011,1,대지,129,11,경기도 광주시 송정동 129-11,416103211032,경기도 광주시 송정로,15,,4161010300101290011259130,,경기도 광주시 송정로 15,464902,12739,,1,,127.257050086584,37.4187173005135
16179975,시스템,하산푸드,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1144012000104800023,1,대지,480,23,서울특별시 마포구 서교동 480-23,114403112014,서울특별시 마포구 동교로,104,,1144012000104800023021320,,서울특별시 마포구 동교로 104,121839,04029,,,,126.913555463854,37.5544156322582
16180112,깐부치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,41,경기도,41135,성남시 분당구,4113559000,서현2동,4113510500,서현동,4113510500103010000,1,대지,301,,경기도 성남시 분당구 서현동 301,411353180030,경기도 성남시 분당구 불정로,361,,4113510500103010000011004,효자촌삼환아파트,경기도 성남시 분당구 불정로 361,463765,13586,,,,127.133261376077,37.3738028598275
16180233,굽는치킨,21세기,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,26,부산광역시,26350,해운대구,2635055100,좌1동,2635010700,좌동,2635010700114640001,1,대지,1464,1,부산광역시 해운대구 좌동 1464-1,263504199127,부산광역시 해운대구 양운로80번길,14,,2635010700114640001014788,빌드201,부산광역시 해운대구 양운로80번길 14,612836,48106,201,,,129.17578305924,35.1710518729935
